week,match,team,Player,Touches,Throws,Catches,Defensive blocks,Goals,Turnovers,Total completed throw gain (yd),Average completed throw gain (yd),Total caught pass gain (yd),Average caught pass gain (yd),Offense points played,Defense points played,Possessions initiated,Thrower errors,Receiver errors,Assists,Secondary assists
Week 4,NASH @ RAL,RAL,09 Jinny Riedel,7,4,6,1,3,0,15.206600000000002,3.7961800000000006,66.40580000000001,11.07128,0,10,1,0,0,0,1
Week 4,NASH @ RAL,RAL,12 Katie Backus Meilstrup,13,11,13,0,2,0,29.38484,2.66936,198.29844,15.25036,8,2,0,0,0,2,0
Week 4,NASH @ RAL,RAL,45 Caitlin Gross,9,7,9,0,2,1,54.382740000000005,9.05832,96.819,10.75402,8,2,0,1,0,2,0
Week 4,NASH @ RAL,RAL,88 Maddie Pletzke,5,5,5,0,0,1,14.736180000000001,3.6867800000000006,37.305400000000006,7.461080000000001,0,10,0,1,0,1,0
Week 4,NASH @ RAL,RAL,10 Paige Carver,3,2,3,0,1,0,-9.70378,-4.84642,43.46462,14.484560000000002,0,8,0,0,0,0,0
Week 4,NASH @ RAL,RAL,22 Julia Zwierzynski,2,2,2,1,0,0,53.91232000000001,26.956160000000004,23.4116,11.7058,0,9,0,0,0,1,0
Week 4,NASH @ RAL,RAL,16 Tania Proksch,2,2,2,0,0,1,17.43836,17.43836,24.625940000000003,12.307500000000001,1,7,0,1,0,0,0
Week 4,NASH @ RAL,RAL,99 Carmen Tormey,4,4,4,0,0,1,47.38114000000001,11.848020000000002,55.31264000000001,13.828160000000002,1,6,0,0,1,0,0
Week 4,NASH @ RAL,RAL,15 Justine Neville,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
Week 4,PORT @ MINN,MINN,03 Makella Daley,34,34,16,0,0,2,245.64676,7.4392000000000005,-23.192800000000002,-1.4550200000000002,13,2,18,1,1,1,1
Week 4,PORT @ MINN,MINN,07 Danielle Byers,18,15,18,0,3,5,-20.895400000000002,-1.9035600000000001,291.80262000000005,16.21308,13,2,0,4,1,0,0
Week 4,PORT @ MINN,MINN,04 Erica Baken,47,47,39,1,0,1,443.5623,10.075740000000001,87.21368000000001,2.2317600000000004,13,2,8,1,0,5,1
Week 4,PORT @ MINN,MINN,02 Stephanie Wood,15,15,15,0,0,0,142.41692,9.49592,164.64700000000002,10.97282,14,1,0,0,0,1,5
Week 4,PORT @ MINN,MINN,05 Stephanie Rupp,13,12,10,0,1,1,90.47380000000001,8.22688,-0.9627200000000001,-0.09846,13,2,3,1,0,0,2
Week 4,PORT @ MINN,MINN,21 Sarah Mondschein,5,4,4,0,1,3,34.30784,17.15392,35.42372,8.85046,5,10,1,2,1,1,0
Week 4,PORT @ MINN,MINN,53 Emma Piorier,14,10,14,2,4,2,39.4934,4.93394,274.24392,19.59354,13,1,0,2,0,1,2
Week 4,PORT @ MINN,MINN,44 Sarah Meckstroth,21,17,21,0,3,7,102.62814000000002,7.898680000000001,259.86876,12.373140000000001,10,3,0,4,3,3,1
Week 4,PORT @ MINN,MINN,11 Rachel Johnson,14,14,8,0,0,2,19.4185,1.7613400000000003,61.35152,7.66894,4,9,6,2,0,0,1
Week 4,PORT @ MINN,MINN,10 Jane Koch,1,1,0,1,0,0,-8.07372,-8.07372,0,0,2,10,1,0,0,0,0
Week 4,PORT @ MINN,MINN,55 Courtney Walbe,2,2,2,0,0,2,0,0,10.896240000000002,5.448120000000001,2,9,0,2,0,0,0
Week 4,PORT @ MINN,MINN,09 Sara Helm,1,0,1,0,1,0,0,0,36.014480000000006,36.014480000000006,2,9,0,0,0,0,0
Week 4,PORT @ MINN,MINN,01 Amelia Zdechlik,1,1,1,0,0,0,12.230920000000001,12.230920000000001,17.5587,17.5587,2,9,0,0,0,0,0
Week 4,PORT @ MINN,MINN,19 Megan Randall,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0
Week 4,PORT @ MINN,MINN,45 Emery Otopalik,5,4,5,0,1,1,43.639660000000006,14.550200000000002,47.12952,9.43028,3,6,0,1,0,1,0
Week 4,PORT @ MINN,MINN,15 Chelsea Semper,4,4,2,0,0,1,-1.1158800000000002,-0.37196000000000007,12.5263,6.257680000000001,2,5,2,1,0,0,0
Week 4,PORT @ MINN,MINN,49 Elly Fireside-Ostergaard,3,3,3,0,0,0,-21.63932,-7.20946,29.93184,9.97728,2,5,0,0,0,0,0
Week 4,PORT @ MINN,MINN,00 Alicia Carr,10,10,9,0,0,0,114.19172,11.42136,-82.24692000000002,-9.1349,2,5,1,0,0,0,0
Week 4,PORT @ MINN,MINN,24 Allegra Johnson McKee,1,1,1,0,0,0,13.489020000000002,13.489020000000002,14.67054,14.67054,2,4,0,0,0,1,0
Week 4,PORT @ MINN,MINN,33 Julia Hill,1,1,1,0,0,1,0,0,12.89826,12.89826,0,5,0,1,0,0,0
Week 4,PORT @ MINN,MINN,14 Jessica Hendrickson,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Week 4,PORT @ MINN,PORT,33 Yuge Xiao,44,42,43,0,2,3,241.34734000000003,6.03888,192.36896000000002,4.4744600000000005,11,4,1,1,2,3,0
Week 4,PORT @ MINN,PORT,16 Erin Rea,15,12,15,1,3,3,-11.487,-1.1487,154.1993,10.283600000000002,12,3,0,2,1,0,0
Week 4,PORT @ MINN,PORT,19 Olivia Hampton,7,7,7,0,0,2,19.779519999999998,3.29294,92.18044000000002,13.17176,1,12,0,1,1,0,3
Week 4,PORT @ MINN,PORT,23 Colette Pellegrini,23,21,22,1,2,0,85.6602,4.080620000000001,253.05314,11.49794,12,1,1,0,0,3,2
Week 4,PORT @ MINN,PORT,36 Jaelee Cruz,39,37,38,1,2,4,133.22732000000002,4.16814,222.36644,5.8529,12,1,1,3,1,3,3
Week 4,PORT @ MINN,PORT,17 Kelsey Devlin,38,37,28,0,1,2,187.32562000000001,5.34966,-4.813600000000001,-0.17504000000000003,12,1,10,1,1,0,5
Week 4,PORT @ MINN,PORT,71 Shirlee Wohl,51,51,40,0,0,1,297.79774,5.951360000000001,65.8041,1.641,12,1,11,1,0,2,2
Week 4,PORT @ MINN,PORT,15 Caitlin Fitzgerald,4,3,4,0,1,1,27.94076,9.309940000000001,65.43214,16.3553,2,9,0,0,1,1,0
Week 4,PORT @ MINN,PORT,24 Annika Chan,3,2,2,1,0,0,-1.55348,-0.77674,0,0,1,9,1,0,0,0,0
Week 4,PORT @ MINN,PORT,52 Caitlin Connell,2,1,2,1,1,0,8.664480000000001,8.664480000000001,47.2061,23.59758,9,2,0,0,0,0,0
Week 4,PORT @ MINN,PORT,30 Jean Huang,8,8,3,1,0,1,52.16192,8.6973,-14.747120000000002,-4.91206,1,9,5,1,0,0,0
Week 4,PORT @ MINN,PORT,51 Tess Johnson,1,1,1,0,0,1,0,0,0.29538000000000003,0.29538000000000003,1,9,0,0,1,0,0
Week 4,PORT @ MINN,PORT,45 Sarah Jeung,2,1,2,0,1,1,0,0,28.826900000000006,14.40798,1,9,0,1,0,0,0
Week 4,PORT @ MINN,PORT,76 Emma Palacio,1,1,1,0,0,0,29.122280000000003,29.122280000000003,15.195660000000002,15.195660000000002,1,8,0,0,0,1,0
Week 4,PORT @ MINN,PORT,03 Liv Player,9,8,5,2,1,2,69.3596,13.871920000000001,45.280660000000005,9.05832,3,7,4,2,0,1,0
Week 4,PORT @ MINN,PORT,55 Sophie Knowles,14,14,11,1,0,2,173.98976000000002,15.819240000000002,26.23412,2.38492,0,9,3,2,0,3,0
Week 4,PORT @ MINN,PORT,06 Rowse,5,3,3,5,2,0,-15.556680000000002,-5.185560000000001,89.66424,29.888080000000002,0,8,2,0,0,0,0
Week 4,PORT @ MINN,PORT,37 Hannah Henkin,5,5,3,0,0,0,44.01162,8.806700000000001,-8.89422,-2.9647400000000004,0,8,2,0,0,0,1
Week 4,PORT @ MINN,PORT,08 Nicki Chan,3,2,3,0,1,3,6.968780000000001,3.4789200000000005,52.905840000000005,17.63528,0,8,0,0,3,0,0
Week 4,PORT @ MINN,PORT,32 Megan Wilson,4,4,4,0,0,0,17.26332,4.321300000000001,42.75352,10.68838,0,8,0,0,0,0,1
Week 5,ATL @ NASH,ATL,10 Mia Griner,18,16,13,2,2,0,39.84348000000001,2.6584200000000004,121.95912000000001,9.38652,7,9,5,0,0,0,1
Week 5,ATL @ NASH,ATL,54 Liv Ford,20,19,16,0,1,6,332.16028000000006,23.728860000000005,84.63184000000001,5.284020000000001,4,10,4,5,1,4,1
Week 5,ATL @ NASH,ATL,51 Lilli Popovich,10,7,10,1,3,2,31.726000000000003,6.3452,217.88104,21.792480000000005,7,7,0,2,0,0,1
Week 5,ATL @ NASH,ATL,26 Morgan Lally,18,17,17,0,1,0,29.516120000000004,1.7394600000000002,207.69590000000002,12.219980000000001,3,12,1,0,0,2,3
Week 5,ATL @ NASH,ATL,13 Hannah Abraham,9,8,8,0,1,0,48.39856,6.04982,124.46438,15.556680000000002,4,9,1,0,0,1,0
Week 5,ATL @ NASH,ATL,05 Megan Jarriel,7,7,6,2,0,1,13.281160000000002,1.8926200000000002,36.08012,6.017,5,8,1,0,1,0,1
Week 5,ATL @ NASH,ATL,20 Soju Hokari,18,18,11,0,0,1,123.95020000000001,7.745520000000001,117.09082000000001,10.644620000000002,11,2,7,1,0,2,0
Week 5,ATL @ NASH,ATL,03 Alex Krueger,7,6,7,0,1,0,36.517720000000004,7.30792,-8.48944,-1.2143400000000002,2,10,0,0,0,0,0
Week 5,ATL @ NASH,ATL,08 Dani Ortiz,21,21,18,1,0,3,167.63362,9.85694,81.0107,4.496340000000001,12,0,3,3,0,3,2
Week 5,ATL @ NASH,ATL,06 Willy (Natalie Wilson),6,4,6,0,2,1,-7.30792,-2.43962,69.5784,11.596400000000001,8,4,0,0,1,0,0
Week 5,ATL @ NASH,ATL,55 Trystan Grzyll,5,5,5,1,0,0,-7.30792,-1.4659600000000002,42.05336,8.41286,2,10,0,0,0,0,0
Week 5,ATL @ NASH,ATL,31 María Vargas,26,25,19,0,1,1,184.44840000000002,7.69082,99.67434,5.2512,11,0,7,1,0,1,2
Week 5,ATL @ NASH,ATL,12 Emma Jaschke,3,3,3,0,0,0,4.35412,1.4550200000000002,3.83994,1.2799800000000001,1,9,0,0,0,0,0
Week 5,ATL @ NASH,ATL,27 Therese Doebler,9,8,9,0,1,0,24.86662,3.10696,100.85586,11.202560000000002,3,7,0,0,0,1,0
Week 5,ATL @ NASH,ATL,21 Samantha Li,12,12,11,0,0,1,43.158300000000004,3.92746,16.82572,1.5316,9,0,1,1,0,0,1
Week 5,ATL @ NASH,ATL,18 Naomi Anderson,11,11,6,1,0,2,105.58194000000002,11.727680000000001,-18.30262,-3.0522600000000004,1,8,5,1,1,0,1
Week 5,ATL @ NASH,ATL,29 Charlotte Doran,19,19,11,0,0,3,184.30618,12.285620000000002,-4.4307,-0.40478000000000003,7,1,8,3,0,1,1
Week 5,ATL @ NASH,ATL,72 Annalise Paul,3,3,3,0,0,2,12.2528,6.1264,4.9448799999999995,1.6519400000000002,1,6,0,1,1,0,0
Week 5,ATL @ NASH,ATL,19 Elle Mayer,4,4,4,0,0,2,27.153080000000003,9.04738,16.377180000000003,4.09156,7,0,0,1,1,0,1
Week 5,ATL @ NASH,ATL,75 Sarah Kingsley-Hart,2,1,2,1,1,1,-2.9538,-2.9538,10.25078,5.130860000000001,6,0,0,0,1,0,0
Week 5,ATL @ NASH,ATL,45 Jennifer Lin,4,4,4,0,0,1,16.300600000000003,5.437180000000001,36.670880000000004,9.167720000000001,4,0,0,1,0,0,0
Week 5,ATL @ NASH,ATL,14 Lindsay Allman,2,1,2,0,1,1,0,0,47.21704,23.60852,4,0,0,1,0,0,0
Week 5,ATL @ NASH,NASH,08 Grace Robinson,24,22,22,0,1,1,51.78996000000001,2.7240600000000006,133.15074,6.04982,12,6,2,1,0,1,1
Week 5,ATL @ NASH,NASH,10 Tori Taylor,38,34,36,2,4,1,180.43342,5.470000000000001,290.39136,8.06278,14,4,2,1,0,6,0
Week 5,ATL @ NASH,NASH,16 Emily Branson,18,16,17,0,2,2,113.38216000000001,8.095600000000001,41.12346000000001,2.4177400000000002,13,4,1,2,0,0,0
Week 5,ATL @ NASH,NASH,22 Rebecca Henley,31,27,30,1,4,1,75.584460000000007,2.9100400000000004,296.92254,9.900700000000002,13,4,1,1,0,1,1
Week 5,ATL @ NASH,NASH,27 Katharine Gilbert,48,48,41,1,0,4,15.2613,0.33914,227.19098,5.5465800000000005,13,4,7,3,1,1,2
Week 5,ATL @ NASH,NASH,28 Margie Quinn,66,65,51,1,1,4,575.2470800000001,9.43028,-109.07180000000001,-2.1333,13,4,15,4,0,4,5
Week 5,ATL @ NASH,NASH,72 Grace Castro,22,21,22,0,1,1,98.40530000000001,4.923,180.51000000000002,8.205,13,4,0,1,0,1,4
Week 5,ATL @ NASH,NASH,45 Sylvia Brown,30,30,26,2,0,5,131.827,5.06522,45.050920000000005,1.7285200000000003,3,12,4,4,1,0,0
Week 5,ATL @ NASH,NASH,24 Mia Letterie,14,13,12,1,1,3,61.35152,6.137340000000001,-21.190780000000004,-1.7613400000000003,3,12,2,3,0,0,2
Week 5,ATL @ NASH,NASH,09 Emma Patterson,13,13,6,0,0,1,91.7319,7.647060000000001,-30.00842,-4.999580000000001,0,10,7,1,0,1,0
Week 5,ATL @ NASH,NASH,02 Sierra Rimmer,10,10,6,0,0,2,63.725500000000004,7.964320000000001,0.9627200000000001,0.1641,3,6,4,2,0,0,0
Week 5,ATL @ NASH,NASH,06 Micah Roberts,8,8,8,1,0,2,-5.929480000000001,-0.9846000000000001,80.10268,10.010100000000001,3,5,0,2,0,0,0
Week 5,ATL @ NASH,NASH,12 Meaghan Creamer,2,2,2,1,0,0,18.3792,9.1896,20.08584,10.04292,1,6,0,0,0,0,0
Week 5,ATL @ NASH,NASH,21 Elena Rubino,4,3,4,1,1,1,4.376,2.188,59.272920000000006,14.823700000000002,0,6,0,1,0,0,0
Week 5,ATL @ NASH,NASH,04 Ashley West,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Week 5,ATL @ NASH,NASH,26 Leah Shorb,3,3,3,0,0,0,32.677780000000006,10.896240000000002,46.910720000000005,15.63326,0,5,0,0,0,1,0
Week 5,ATL @ NASH,NASH,77 Melissa Gronske,2,2,2,1,0,0,-5.8529,-2.9319200000000003,34.60322,17.307080000000003,4,1,0,0,0,0,0
Week 5,ATL @ NASH,NASH,11 Jamie Ferrie,4,4,4,0,0,0,-34.461000000000006,-8.62072,57.0521,14.26576,0,5,0,0,0,0,0
Week 5,ATL @ NASH,NASH,25 Nadine Rowen,5,5,4,1,0,0,11.563580000000002,2.30834,33.65144,8.41286,2,3,1,0,0,1,0
Week 5,ATL @ NASH,NASH,19 Bethany Bailey,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
Week 5,ATL @ NASH,NASH,71 Mattea Swegles,1,1,1,1,0,0,-10.15232,-10.15232,14.67054,14.67054,0,4,0,0,0,0,0
Week 5,ATL @ NASH,NASH,23 Breanna Snipes,4,3,4,0,1,0,-23.192800000000002,-7.734580000000001,36.7584,9.1896,0,3,0,0,0,0,1
Week 5,ATL @ NASH,NASH,82 Mary Turner,3,2,3,0,1,0,24.078940000000003,12.04494,32.08702,10.69932,1,1,0,0,0,0,1
Week 5,MKE @ MINN,MINN,21 Sarah Mondschein,13,12,11,1,1,3,117.45184,10.67744,174.42736000000002,15.852060000000002,1,13,2,1,2,3,2
Week 5,MKE @ MINN,MINN,49 Elly Fireside-Ostergaard,5,1,5,0,4,0,-8.008080000000001,-8.008080000000001,97.07062,19.4185,0,13,0,0,0,0,0
Week 5,MKE @ MINN,MINN,02 Stephanie Wood,16,15,15,2,1,2,113.89634000000001,8.76294,147.24146000000002,9.813180000000001,5,7,1,2,0,3,0
Week 5,MKE @ MINN,MINN,45 Emery Otopalik,4,4,4,0,0,0,49.9411,12.482540000000002,50.53186,12.635700000000002,4,7,0,0,0,0,1
Week 5,MKE @ MINN,MINN,47 Tori Gray,12,11,10,4,1,3,46.385600000000004,6.62964,111.59894000000001,11.1588,1,10,2,3,0,0,0
Week 5,MKE @ MINN,MINN,04 Erica Baken,23,22,15,0,1,2,338.93214,16.946060000000003,79.13996000000002,5.273080000000001,9,2,8,2,0,3,1
Week 5,MKE @ MINN,MINN,05 Stephanie Rupp,18,18,13,1,0,1,150.72038000000003,8.8614,51.13356,3.9384000000000006,9,2,5,1,0,1,1
Week 5,MKE @ MINN,MINN,03 Makella Daley,23,23,18,0,0,0,240.15488000000002,10.918120000000002,-8.741060000000001,-0.48136000000000007,9,2,5,0,0,1,4
Week 5,MKE @ MINN,MINN,00 Alicia Carr,14,14,14,0,0,2,148.71836000000002,12.39502,25.337040000000002,1.8051000000000001,1,9,0,2,0,1,2
Week 5,MKE @ MINN,MINN,11 Rachel Johnson,18,18,8,0,0,2,159.31922,10.622740000000002,-9.78036,-1.2252800000000001,1,10,10,2,0,1,2
Week 5,MKE @ MINN,MINN,15 Chelsea Semper,14,14,6,0,0,0,41.3532,2.9538,-12.7451,-2.12236,1,8,8,0,0,0,1
Week 5,MKE @ MINN,MINN,19 Megan Randall,4,4,4,0,0,0,-22.525460000000002,-5.634100000000001,33.859300000000005,8.46756,0,10,0,0,0,0,0
Week 5,MKE @ MINN,MINN,53 Emma Piorier,10,8,10,0,2,1,-11.78238,-1.6847600000000003,168.43224000000004,16.8476,8,2,0,1,0,0,3
Week 5,MKE @ MINN,MINN,33 Julia Hill,7,6,7,0,1,0,7.40638,1.2362199999999999,45.280660000000005,6.465540000000001,0,9,0,0,0,1,0
Week 5,MKE @ MINN,MINN,07 Danielle Byers,13,11,13,0,2,1,15.63326,1.5644200000000001,210.14646000000002,16.16932,8,2,0,1,0,1,0
Week 5,MKE @ MINN,MINN,55 Courtney Walbe,13,13,11,1,0,3,134.04782,11.169740000000003,-19.341920000000002,-1.7613400000000003,0,10,2,1,2,1,1
Week 5,MKE @ MINN,MINN,01 Amelia Zdechlik,4,4,4,0,0,1,9.03644,3.0085,22.89742,5.721620000000001,0,10,0,1,0,0,1
Week 5,MKE @ MINN,MINN,14 Jessica Hendrickson,13,11,13,2,2,0,27.33906,2.4833800000000004,146.71634000000003,11.290080000000001,0,8,0,0,0,0,1
Week 5,MKE @ MINN,MINN,44 Sarah Meckstroth,16,13,16,1,3,5,78.9868,7.898680000000001,240.38462,15.020620000000001,7,2,0,3,2,2,0
Week 5,MKE @ MINN,MINN,10 Jane Koch,13,12,12,1,1,2,70.16916,5.8529,106.47902,8.87234,0,8,1,0,2,3,0
Week 5,MKE @ MINN,MINN,28 Emma Peaslee,4,2,4,1,2,0,24.450900000000004,12.230920000000001,71.58042000000002,17.897840000000002,6,2,0,0,0,0,1
Week 5,MKE @ MINN,MKE,12 Sydney French,7,6,7,1,1,1,43.311460000000004,8.664480000000001,54.40462,7.7674,7,10,0,1,0,1,0
Week 5,MKE @ MINN,MKE,22 Alex Ballinger,15,15,8,0,0,0,64.13028,4.93394,9.03644,1.1268200000000002,8,8,7,0,0,1,3
Week 5,MKE @ MINN,MKE,72 Jacqueline Jarik,6,5,6,0,1,2,62.161080000000005,15.545740000000002,94.37938,15.731720000000003,7,9,0,1,1,1,0
Week 5,MKE @ MINN,MKE,47 Penny Wu,15,15,10,0,0,5,132.86630000000002,13.292100000000001,8.54414,0.8533200000000001,7,9,5,4,1,1,0
Week 5,MKE @ MINN,MKE,17 Caitlin Duffner,12,12,12,1,0,0,-18.2698,-1.52066,134.73704,11.224440000000001,13,1,0,0,0,0,0
Week 5,MKE @ MINN,MKE,52 Erynn Schroeder,38,38,20,1,0,7,244.62934000000004,7.887740000000001,22.19726,1.10494,13,1,18,7,0,2,1
Week 5,MKE @ MINN,MKE,21 Annie Shriver,14,13,14,1,1,3,42.52378,4.255660000000001,114.11514000000001,8.150300000000001,13,0,0,3,0,0,1
Week 5,MKE @ MINN,MKE,00 Donna Johnston,3,3,2,0,0,1,0.8861400000000001,0.8861400000000001,15.90676,7.95338,4,8,1,1,0,0,0
Week 5,MKE @ MINN,MKE,27 Stef Bugasch,15,14,14,0,1,3,55.58614000000001,5.05428,113.22900000000001,8.08466,12,0,1,3,0,1,1
Week 5,MKE @ MINN,MKE,99 Dana Demmert,4,4,3,0,0,3,-8.83952,-2.94286,19.6373,6.542120000000001,5,6,1,1,2,0,0
Week 5,MKE @ MINN,MKE,08 ManHua Zhu,11,11,7,0,0,0,87.59658,7.964320000000001,-24.9432,-3.56644,9,0,4,0,0,0,0
Week 5,MKE @ MINN,MKE,10 Chelsea Twohig,4,2,4,1,2,0,3.5336200000000004,1.7722800000000003,80.92318,20.22806,4,5,0,0,0,0,1
Week 5,MKE @ MINN,MKE,13 Erin Newman,5,5,5,0,0,2,24.746280000000002,8.24876,39.48246,7.898680000000001,8,0,0,2,0,0,1
Week 5,MKE @ MINN,MKE,07 Sydney Stelzer,7,5,7,0,2,2,4.91206,1.2252800000000001,68.74696000000002,9.82412,7,0,0,1,1,0,0
Week 5,MKE @ MINN,MKE,05 Rose Glinka,3,3,3,0,0,0,13.554660000000002,4.51822,34.86578,11.61828,7,0,0,0,0,0,0
Week 5,MKE @ MINN,MKE,20 Madison Lang,12,12,11,0,0,2,74.43576000000002,8.27064,-23.86014,-2.1661200000000003,7,0,1,2,0,2,0
Week 5,MKE @ MINN,MKE,97 Eileen Bequette,2,2,1,2,0,1,9.627200000000002,4.813600000000001,6.19204,6.19204,4,3,1,0,1,0,0
Week 5,MKE @ MINN,MKE,25 Anna Wozniak,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0
Week 5,MKE @ MINN,MKE,23 Allie Mueting,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
Week 5,MKE @ MINN,MKE,88 Claire Kelley,6,6,6,0,0,0,25.238580000000002,5.043340000000001,70.11446000000001,11.68392,4,0,0,0,0,0,0
Week 5,MKE @ MINN,MKE,24 Heidi Umhoefer,2,2,2,0,0,0,20.91728,10.45864,13.554660000000002,6.771860000000001,3,1,0,0,0,0,0
Week 5,MKE @ MINN,MKE,32 Mickela Heilicher,7,6,4,0,1,2,17.186740000000004,3.43516,54.503080000000004,13.631240000000002,4,0,3,1,1,0,1
Week 5,MKE @ MINN,MKE,64 Rachel Hildebrand,2,2,1,0,0,0,9.922580000000002,4.955820000000001,-3.43516,-3.43516,3,0,1,0,0,0,0
Week 5,MKE @ MINN,MKE,55 Mia Wieben,1,1,1,0,0,1,0,0,8.34722,8.34722,1,2,0,1,0,0,0
Week 5,NY @ INDY,INDY,77 Katrina Mcguire,18,16,18,1,2,3,64.91796000000001,4.638560000000001,174.41642000000002,9.69284,14,2,0,2,1,2,1
Week 5,NY @ INDY,INDY,40 Claire Milton,13,11,12,1,2,3,94.94826000000002,11.869900000000001,180.6741,15.05344,14,1,1,3,0,2,0
Week 5,NY @ INDY,INDY,11 Tracey Lo,20,19,13,1,1,2,148.21512,8.71918,72.84946000000001,5.601280000000001,14,1,7,2,0,2,1
Week 5,NY @ INDY,INDY,18 Laura Gerencser,27,27,22,0,0,1,176.18870000000004,7.045360000000001,14.07978,0.64546,14,1,5,1,0,1,2
Week 5,NY @ INDY,INDY,04 Rachel Mast,14,14,14,2,0,3,73.86688,6.71716,121.71844000000002,8.6973,14,1,0,3,0,1,1
Week 5,NY @ INDY,INDY,23 Lili Hobday,10,10,7,0,0,0,40.01852,4.004040000000001,44.5805,6.3670800000000005,3,10,3,0,0,1,0
Week 5,NY @ INDY,INDY,02 Maketa Mattimore,16,16,15,0,0,2,93.17598000000001,6.6515200000000005,-4.20096,-0.28444,3,9,1,2,0,0,1
Week 5,NY @ INDY,INDY,29 Emily Schloneger,8,8,8,0,0,2,3.7305400000000004,0.62358,86.55728,10.81966,12,1,0,2,0,0,1
Week 5,NY @ INDY,INDY,92 Charlotte Wilson,18,18,11,0,0,1,100.53860000000002,5.918540000000001,-18.46672,-1.67382,12,1,7,1,0,0,1
Week 5,NY @ INDY,INDY,34 Lauren Kitten,18,17,12,0,1,2,116.30314000000001,7.756460000000001,48.125060000000005,4.01498,12,0,6,2,0,0,1
Week 5,NY @ INDY,INDY,21 Elizabeth Burkhardt,3,3,2,0,0,0,-1.7722800000000003,-0.8861400000000001,-10.16326,-5.0871,0,9,1,0,0,0,0
Week 5,NY @ INDY,INDY,14 Briana Burriss,4,4,4,0,0,0,27.328120000000002,9.11302,29.756800000000002,7.4392000000000005,1,8,0,0,0,0,1
Week 5,NY @ INDY,INDY,33 Jalyn Baumgartner,4,3,4,0,1,1,2.8006400000000005,0.9299000000000001,64.546,16.1365,1,8,0,0,1,0,0
Week 5,NY @ INDY,INDY,59 Maple Adkins-Threats,1,1,1,0,0,0,-2.05672,-2.05672,12.591940000000001,12.591940000000001,0,8,0,0,0,0,0
Week 5,NY @ INDY,INDY,03 Mary Timmons,4,3,4,0,1,1,-0.18598000000000003,-0.09846,30.785160000000005,7.69082,3,5,0,1,0,0,0
Week 5,NY @ INDY,INDY,22 Emily Wycoff,7,7,6,0,0,0,19.123120000000004,2.7350000000000003,26.8577,4.4744600000000005,3,5,1,0,0,0,0
Week 5,NY @ INDY,INDY,42 Kelly Kerker,2,2,2,0,0,1,5.502820000000001,2.75688,15.852060000000002,7.931500000000001,3,4,0,0,1,0,0
Week 5,NY @ INDY,INDY,06 Risa Umeno,10,10,8,0,0,1,32.458980000000004,3.6102000000000003,9.5178,1.19246,3,4,2,1,0,1,0
Week 5,NY @ INDY,INDY,24 Abby Swensen,3,2,3,0,1,0,30.12876,15.06438,52.42448,17.47118,7,0,0,0,0,1,0
Week 5,NY @ INDY,INDY,10 Ariel Choi,2,2,2,0,0,0,10.16326,5.0871,6.432720000000001,3.2163600000000003,0,6,0,0,0,0,0
Week 5,NY @ INDY,INDY,20 Shirley Saunders,5,3,5,0,2,0,12.6904,4.23378,89.17194,17.832200000000004,7,0,0,0,0,0,0
Week 5,NY @ INDY,NY,96 Nina Finley,37,36,24,0,1,2,228.53660000000002,6.71716,23.4663,0.9736600000000001,12,10,13,2,0,1,1
Week 5,NY @ INDY,NY,00 Genny De Jesus,31,24,31,1,7,1,-66.98562,-2.9100400000000004,470.99982,15.195660000000002,12,6,0,1,0,1,2
Week 5,NY @ INDY,NY,31 Eli Presberg,38,36,30,2,2,1,169.94196000000002,4.999580000000001,60.25752,2.01296,12,6,8,1,0,1,4
Week 5,NY @ INDY,NY,24 Jolie Krebs,31,26,31,1,5,2,299.59190000000007,12.482540000000002,340.37622000000005,10.98376,11,6,0,2,0,2,4
Week 5,NY @ INDY,NY,19 Eastelle Ding,7,6,7,0,1,0,32.91846,5.48094,56.888000000000005,8.12842,5,12,0,0,0,1,1
Week 5,NY @ INDY,NY,20 Yina Cartagena,46,46,38,1,0,1,448.28838,9.96634,54.885980000000004,1.4440800000000003,11,5,8,1,0,6,4
Week 5,NY @ INDY,NY,09 Cassandra Brown,18,18,12,0,0,1,218.88752000000002,12.876380000000001,1.7394600000000002,0.14222,1,15,6,1,0,3,1
Week 5,NY @ INDY,NY,18 Kylie Sterling,7,7,7,0,0,2,18.980900000000002,3.7961800000000006,60.421620000000004,8.63166,2,13,0,2,0,0,0
Week 5,NY @ INDY,NY,88 Nikki Hair,5,4,5,1,1,0,41.04688000000001,10.261720000000002,74.41388,14.878400000000001,1,13,0,0,0,0,0
Week 5,NY @ INDY,NY,97 Hannah Glick,4,3,4,0,1,0,-32.6559,-10.8853,83.11118,20.77506,1,12,0,0,0,0,0
Week 5,NY @ INDY,NY,02 Jolene Zheng,8,8,8,1,0,1,46.73568,5.84196,57.96012,7.242280000000001,11,2,0,0,1,1,1
